INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,SMA_5,SMA_10,RSI_14,MACD,MACD_Signal
,LUPIN,25-Jul-24,1640.0,PE,0.0,0.0,0.0,105.85,107.65,0,0.0,0,0,4-Jun-24,83.65000000000069,62.355000000000004,63.311620769632135,2.5172922563472966,-10.174534463988323
,LUPIN,25-Jul-24,1660.0,PE,0.0,0.0,0.0,114.55,120.8,0,0.0,0,0,4-Jun-24,93.12000000000067,71.235,65.18670631168409,6.2972130479225825,-6.880184961606141
,LUPIN,25-Jul-24,1680.0,PE,0.0,0.0,0.0,128.9,134.65,0,0.0,0,0,4-Jun-24,105.00000000000068,80.24000000000001,68.08415796077945,10.331655684650542,-3.4378168323548044
,LUPIN,25-Jul-24,1700.0,PE,0.0,0.0,0.0,141.45,149.3,0,0.0,0,0,4-Jun-24,116.24000000000069,90.66499999999999,70.40410994784466,14.375943725566742,0.12493527922950529
,LUPIN,25-Jul-24,1720.0,PE,0.0,0.0,0.0,154.3,164.5,0,0.0,0,0,4-Jun-24,129.01000000000067,100.92,72.60026565065068,18.40578827357156,3.7811058780979163
,LUPIN,25-Jul-24,1740.0,PE,0.0,0.0,0.0,171.0,180.15,0,0.0,0,0,4-Jun-24,142.04000000000067,112.845,75.178152505704,22.68551504738079,7.561987711954491
,LUPIN,25-Jul-24,1760.0,PE,0.0,0.0,0.0,181.85,196.45,0,0.0,0,0,4-Jun-24,155.50000000000068,124.30999999999999,76.71122302429534,26.645580012075982,11.37870617197879
,LUPIN,25-Jul-24,1800.0,PE,0.0,0.0,0.0,211.45,230.4,0,0.0,0,0,4-Jun-24,172.01000000000067,138.505,80.28809421064409,31.805795240688155,15.464123985720663
,LUPIN,25-Jul-24,1840.0,PE,0.0,0.0,0.0,242.6,265.85,0,0.0,0,0,4-Jun-24,192.24000000000066,154.23999999999998,83.21052799764426,37.971139989706955,19.96552718651792
,LUPIN,29-Aug-24,1280.0,CE,0.0,0.0,0.0,329.9,313.95,0,0.0,0,0,4-Jun-24,227.36000000000067,178.185,88.40075756292923,49.33292131740308,25.839006012694952
,LUPIN,29-Aug-24,1320.0,CE,0.0,0.0,0.0,294.65,278.8,0,0.0,0,0,4-Jun-24,252.09000000000069,197.065,77.92562805819882,54.86043749930283,31.643292310016527
,LUPIN,29-Aug-24,1360.0,CE,0.0,0.0,0.0,260.95,245.25,0,0.0,0,0,4-Jun-24,267.91000000000065,211.705,69.45244800731791,55.87760331134052,36.49015451028133
,LUPIN,29-Aug-24,1400.0,CE,0.0,0.0,0.0,229.0,213.6,0,0.0,0,0,4-Jun-24,271.42000000000064,221.71499999999997,62.51246519975443,53.48902834001575,39.889929276228216
,LUPIN,29-Aug-24,1440.0,CE,0.0,0.0,0.0,199.2,184.2,0,0.0,0,0,4-Jun-24,262.74000000000063,227.49,56.81044069069292,48.63086813923405,41.638117048829386
,LUPIN,29-Aug-24,1480.0,CE,0.0,0.0,0.0,171.5,157.1,0,0.0,0,0,4-Jun-24,231.06000000000068,229.20999999999998,52.05718354244059,42.06073273247648,41.7226401855588
,LUPIN,29-Aug-24,1520.0,CE,0.0,0.0,0.0,146.3,132.6,0,0.0,0,0,4-Jun-24,201.3900000000007,226.73999999999995,48.11321883840536,34.423609747324804,40.262834097912005
,LUPIN,29-Aug-24,1560.0,CE,0.0,0.0,0.0,123.6,110.75,0,0.0,0,0,4-Jun-24,173.92000000000067,220.91500000000002,44.819197361226095,26.23699077323363,37.45766543297633
,LUPIN,29-Aug-24,1600.0,CE,0.0,0.0,0.0,103.4,91.5,0,0.0,0,0,4-Jun-24,148.8000000000007,210.10999999999999,42.059649930887325,17.912580001245004,33.54864834663006
,LUPIN,29-Aug-24,1640.0,CE,0.0,0.0,0.0,85.75,74.8,0,0.0,0,0,4-Jun-24,126.11000000000067,194.425,39.75631078397868,9.778496575883594,28.794617992480767
,LUPIN,29-Aug-24,1680.0,CE,0.0,0.0,0.0,70.4,60.55,0,0.0,0,0,4-Jun-24,105.8900000000007,168.475,37.81665910257663,2.0697019084251167,23.449634775669637
,LUPIN,29-Aug-24,1720.0,CE,0.0,0.0,0.0,57.3,48.5,0,0.0,0,0,4-Jun-24,88.09000000000069,144.74,36.19373334881762,-5.038552624864849,17.751997295562738
,LUPIN,29-Aug-24,1760.0,CE,0.0,0.0,0.0,46.2,38.55,0,0.0,0,0,4-Jun-24,72.6100000000007,123.26500000000001,34.829770707369704,-11.435748596817234,11.914448117086744
,LUPIN,29-Aug-24,1840.0,CE,0.0,0.0,0.0,29.35,23.55,0,0.0,0,0,4-Jun-24,57.80000000000068,103.3,32.808532461986175,-17.66163434581904,5.999231624505588
,LUPIN,29-Aug-24,1280.0,PE,0.0,0.0,0.0,7.45,7.4,0,0.0,0,0,4-Jun-24,42.14000000000068,84.125,30.343821168569775,-24.08520142158035,-0.017654984711600163
,LUPIN,29-Aug-24,1320.0,PE,0.0,0.0,0.0,11.5,11.6,0,0.0,0,0,4-Jun-24,30.360000000000685,68.125,31.370618956092805,-28.5203585160192,-5.71819569097312
,LUPIN,29-Aug-24,1360.0,PE,0.0,0.0,0.0,17.05,17.35,0,0.0,0,0,4-Jun-24,22.310000000000684,55.2,32.83182503153425,-31.22744332202093,-10.820045217182683
,LUPIN,29-Aug-24,1400.0,PE,0.0,0.0,0.0,24.4,25.05,0,0.0,0,0,4-Jun-24,17.95000000000068,45.279999999999994,34.811312088189894,-32.4061856250477,-15.137273298755687
,LUPIN,29-Aug-24,1440.0,PE,0.0,0.0,0.0,33.85,34.95,0,0.0,0,0,4-Jun-24,18.850000000000684,38.325,37.36707726970305,-32.20655425989718,-18.551129490983985
,LUPIN,29-Aug-24,1480.0,PE,0.0,0.0,0.0,45.4,47.1,0,0.0,0,0,4-Jun-24,26.44000000000068,34.29,40.44058286068693,-30.761754138939963,-20.99325442057518
,LUPIN,29-Aug-24,1520.0,PE,0.0,0.0,0.0,59.5,61.95,0,0.0,0,0,4-Jun-24,36.04000000000068,33.2,44.050126134192595,-28.154440606692127,-22.42549165779857
,LUPIN,29-Aug-24,1560.0,PE,0.0,0.0,0.0,76.1,79.4,0,0.0,0,0,4-Jun-24,47.850000000000676,35.08,48.042436100599126,-24.466608744028527,-22.833715075044562
,LUPIN,29-Aug-24,1600.0,PE,0.0,0.0,0.0,95.2,99.5,0,0.0,0,0,4-Jun-24,62.01000000000069,39.980000000000004,52.26317631493524,-19.77481331038578,-22.221934722112806
,LUPIN,29-Aug-24,1640.0,PE,0.0,0.0,0.0,116.8,122.1,0,0.0,0,0,4-Jun-24,78.60000000000068,48.725,56.56078507998481,-14.150474286188341,-20.607642634927913
,LUPIN,29-Aug-24,1680.0,PE,0.0,0.0,0.0,140.75,147.15,0,0.0,0,0,4-Jun-24,97.67000000000068,62.05499999999999,60.777244359271606,-7.672140585906163,-18.020542225123563
,LUPIN,29-Aug-24,1720.0,PE,0.0,0.0,0.0,166.9,174.45,0,0.0,0,0,4-Jun-24,119.15000000000069,77.595,64.7953124814002,-0.42305132687133096,-14.501044045473117
,LUPIN,29-Aug-24,1760.0,PE,0.0,0.0,0.0,195.1,203.85,0,0.0,0,0,4-Jun-24,142.95000000000067,95.4,68.53833926879054,7.510828307151655,-10.098669574948163
,LUPIN,29-Aug-24,1840.0,PE,0.0,0.0,0.0,256.8,267.5,0,0.0,0,0,4-Jun-24,175.2700000000007,118.64000000000001,74.84114652432451,18.563174706375918,-4.3663007186833465
,M&M,27-Jun-24,1760.0,CE,0.0,0.0,0.0,747.0,820.8,0,0.0,1050,0,4-Jun-24,301.3100000000007,189.955,90.73016692649219,66.11514781452738,9.7299889879588
,M&M,27-Jun-24,1800.0,CE,0.0,0.0,0.0,757.5,780.95,0,0.0,1750,0,4-Jun-24,424.66000000000065,261.165,90.86327291803224,103.45512506091927,28.475016202550893
,M&M,27-Jun-24,2000.0,CE,472.0,472.0,472.0,472.0,581.9,10,86.52,36750,-3500,4-Jun-24,485.68000000000063,302.415,63.967389407139706,108.75618842990525,44.53125064802177
,M&M,27-Jun-24,2060.0,CE,0.0,0.0,0.0,177.7,522.35,0,0.0,350,0,4-Jun-24,482.2000000000006,312.575,48.14649729055651,88.1931333665193,53.26362719172128
,M&M,27-Jun-24,2100.0,CE,468.25,468.25,448.85,448.85,482.75,7,62.84,18550,0,4-Jun-24,520.6100000000008,347.93999999999994,58.36401153245123,92.70762716738193,61.15242718685341
,M&M,27-Jun-24,2120.0,CE,0.0,0.0,0.0,60.6,463.0,0,0.0,0,0,4-Jun-24,383.3300000000007,342.32000000000005,44.76295992094356,64.21661658780272,61.76526506704327
,M&M,27-Jun-24,2140.0,CE,0.0,0.0,0.0,102.2,443.35,0,0.0,0,0,4-Jun-24,252.27000000000072,338.46500000000003,46.20939949776184,44.48130497602071,58.30847304883876
,M&M,27-Jun-24,2160.0,CE,0.0,0.0,0.0,50.6,423.75,0,0.0,0,0,4-Jun-24,167.9900000000007,326.835,44.64765631603464,24.396017474185527,51.52598193390811
,M&M,27-Jun-24,2180.0,CE,0.0,0.0,0.0,85.55,404.25,0,0.0,0,0,4-Jun-24,149.56000000000068,315.88,45.979400638629414,11.169698007229954,43.45472514857248
,M&M,27-Jun-24,2200.0,CE,332.15,380.0,330.0,362.45,384.9,7,62.68,30100,700,4-Jun-24,132.2800000000007,326.445,55.18001812647048,22.768795883464406,39.317539295550866
,M&M,27-Jun-24,2220.0,CE,0.0,0.0,0.0,322.85,365.65,0,0.0,4900,0,4-Jun-24,184.7300000000007,284.03000000000003,53.76958919127337,28.437960363323725,37.141623509105436
,M&M,27-Jun-24,2240.0,CE,0.0,0.0,0.0,34.5,346.6,0,0.0,0,0,4-Jun-24,171.19000000000068,211.73000000000002,44.79166334964564,9.553254923175615,31.623949791919472
,M&M,27-Jun-24,2260.0,CE,0.0,0.0,0.0,58.4,327.8,0,0.0,0,0,4-Jun-24,172.7500000000007,170.37,45.60240341551483,-3.444770762674608,24.610205681000654
,M&M,27-Jun-24,2280.0,CE,0.0,0.0,0.0,271.35,309.2,0,0.0,1400,0,4-Jun-24,209.91000000000068,179.735,52.320864045535764,3.398311913798011,20.367826927560124
,M&M,27-Jun-24,2300.0,CE,310.0,310.0,220.0,244.0,290.95,58,516.87,122500,-15750,4-Jun-24,186.2200000000007,159.25,51.442098320907846,6.539207892073705,17.60210312046284
,M&M,27-Jun-24,2320.0,CE,0.0,0.0,0.0,335.0,273.0,0,0.0,34650,0,4-Jun-24,188.6500000000007,186.69,54.19852479948998,16.184762201069503,17.31863493658417
,M&M,27-Jun-24,2340.0,CE,0.0,0.0,0.0,38.6,255.4,0,0.0,0,0,4-Jun-24,189.47000000000068,180.32999999999998,45.19870205837918,-0.08706575856137988,13.837494797555062
,M&M,27-Jun-24,2360.0,CE,0.0,0.0,0.0,300.0,238.25,0,0.0,1750,0,4-Jun-24,237.7900000000007,205.27000000000004,52.66404407227251,8.017764936982104,12.67354882544047
,M&M,27-Jun-24,2380.0,CE,0.0,0.0,0.0,31.0,221.55,0,0.0,0,0,4-Jun-24,189.7200000000007,199.815,45.75623222268164,-7.182356483170253,8.702367763718325
,M&M,27-Jun-24,2400.0,CE,239.0,239.05,146.0,212.55,212.55,111,1003.41,58800,-1750,4-Jun-24,183.4300000000007,184.82500000000002,50.47748887088981,-4.526812222797645,6.056531766415131
,M&M,27-Jun-24,2420.0,CE,200.0,200.0,150.15,188.25,189.75,4,36.42,1050,-350,4-Jun-24,154.0800000000007,171.365,49.85204912111047,-4.333131537630521,3.978599105606001
,M&M,27-Jun-24,2440.0,CE,191.8,200.0,128.0,128.0,174.8,20,182.6,16800,2100,4-Jun-24,171.9600000000007,180.715,48.25554364910115,-8.938274800959647,1.395224324292871
,M&M,27-Jun-24,2460.0,CE,0.0,0.0,0.0,221.9,160.25,0,0.0,6300,0,4-Jun-24,156.34000000000069,197.065,50.89495300926855,-4.953834055123963,0.12541264840950428
,M&M,27-Jun-24,2480.0,CE,168.5,168.5,105.0,132.6,132.6,80,730.54,13650,3150,4-Jun-24,176.6600000000007,183.19,48.368141344880215,-8.8993139943681,-1.6795326801460169
,M&M,27-Jun-24,2500.0,CE,150.7,160.0,92.0,133.95,133.95,553,5071.04,116200,3150,4-Jun-24,160.94000000000068,172.185,48.409840956974534,-11.78139298956657,-3.699904742030127
,M&M,27-Jun-24,2520.0,CE,104.25,135.65,86.05,124.8,124.8,228,2097.11,48650,1050,4-Jun-24,148.25000000000068,151.16500000000002,48.1261357825551,-14.635085729513321,-5.886940939526766
,M&M,27-Jun-24,2540.0,CE,128.0,132.1,77.0,114.65,114.65,360,3330.58,85400,0,4-Jun-24,145.58000000000067,158.77,47.79154474716956,-17.513789890673706,-8.212310729756155
,M&M,27-Jun-24,2560.0,CE,105.65,121.6,69.9,104.4,104.4,570,5298.0,100100,6300,4-Jun-24,122.08000000000068,139.20999999999998,47.432907361106146,-20.387261357216204,-10.647300855248165
,M&M,27-Jun-24,2580.0,CE,103.45,108.7,60.15,92.95,92.95,540,5040.8,67200,32550,4-Jun-24,114.15000000000069,145.405,47.008534590701586,-23.319613516390916,-13.181763387476716
,M&M,27-Jun-24,2600.0,CE,110.0,110.0,55.85,83.8,83.8,3487,32699.24,413000,42350,4-Jun-24,104.12000000000069,132.53,46.64935331949792,-26.081204370258376,-15.761651584033048
,M&M,27-Jun-24,2620.0,CE,101.0,101.0,51.25,75.05,75.05,834,7856.29,64400,22400,4-Jun-24,94.17000000000068,121.21,46.28514468460956,-28.6456279239123,-18.3384468520089
,M&M,27-Jun-24,2640.0,CE,100.0,100.0,45.35,65.7,65.7,984,9314.28,106050,-11550,4-Jun-24,84.3800000000007,114.97999999999999,45.872999725815475,-31.07421472037717,-20.885600425682554
,M&M,27-Jun-24,2660.0,CE,69.0,69.0,42.25,59.0,59.0,552,5250.74,56350,-1050,4-Jun-24,75.3000000000007,98.69,45.55993127662234,-33.15730449287385,-23.33994123912081
,M&M,27-Jun-24,2680.0,CE,63.6,63.6,37.05,52.4,52.4,265,2532.61,29050,0,4-Jun-24,67.1900000000007,90.66999999999999,45.232450288384605,-34.93798959106499,-25.659550909509647
,M&M,27-Jun-24,2700.0,CE,64.0,66.0,32.0,47.05,47.05,3298,31689.08,443800,-100800,4-Jun-24,59.84000000000069,81.97999999999999,44.95039704765031,-36.36174014274107,-27.799988756155933
,M&M,27-Jun-24,2720.0,CE,46.6,48.35,29.95,42.25,42.25,379,3662.55,35700,-350,4-Jun-24,53.28000000000069,73.725,44.681195284008105,-37.44574139955007,-29.729139284834762
,M&M,27-Jun-24,2740.0,CE,38.7,41.6,25.85,35.85,35.85,304,2951.96,34300,5950,4-Jun-24,47.3100000000007,65.845,44.300240116706604,-38.37883934833718,-31.459079297535247
,M&M,27-Jun-24,2760.0,CE,44.6,44.6,22.0,31.4,31.4,356,3477.57,30450,3500,4-Jun-24,41.790000000000695,58.544999999999995,44.01920795082989,-39.02751905922922,-32.97276724987404
,M&M,27-Jun-24,2780.0,CE,27.0,32.1,19.9,27.95,27.95,148,1454.14,19600,3850,4-Jun-24,36.900000000000695,52.045,43.78728605839487,-39.36619952720185,-34.2514537053396
,M&M,27-Jun-24,2800.0,CE,38.0,38.0,17.3,23.8,23.8,1817,17956.66,339850,17850,4-Jun-24,32.250000000000696,46.045,43.49045648130753,-39.51398394481913,-35.3039597532355
,M&M,27-Jun-24,2820.0,CE,21.85,24.45,15.85,21.3,21.3,190,1889.15,31850,3850,4-Jun-24,28.06000000000069,40.67,43.30003148650855,-39.378897845290574,-36.11894737164652
,M&M,27-Jun-24,2840.0,CE,21.65,21.65,14.0,18.55,18.55,534,5341.97,139650,8050,4-Jun-24,24.600000000000694,35.955,43.07659774933932,-39.04367200839167,-36.70389229899555
,M&M,27-Jun-24,2860.0,CE,0.0,0.0,0.0,6.0,12.7,0,0.0,0,0,4-Jun-24,19.520000000000692,30.654999999999994,42.01117711639603,-39.337228153175815,-37.230559469831604
,M&M,27-Jun-24,2880.0,CE,17.45,17.5,10.5,13.9,13.9,1118,11323.68,161700,-49700,4-Jun-24,16.710000000000697,26.805,42.967425542322324,-38.488735353184175,-37.482194646502116
,M&M,27-Jun-24,2900.0,CE,17.55,17.55,9.4,12.45,12.45,747,7614.32,164500,23450,4-Jun-24,14.440000000000694,23.345,42.8278279000554,-37.501013240903724,-37.48595836538244
,M&M,27-Jun-24,2920.0,CE,14.85,14.85,9.85,11.15,11.15,26,266.73,4550,4550,4-Jun-24,12.410000000000695,20.235,42.69390198191247,-36.40349861457683,-37.269466415221316
,M&M,27-Jun-24,2940.0,CE,12.65,12.65,8.35,8.35,6.3,57,588.49,5250,5250,4-Jun-24,10.370000000000694,17.485,42.38645864928688,-35.352129621134665,-36.88599905640399
,M&M,27-Jun-24,2960.0,CE,12.95,12.95,3.15,3.95,5.25,12,124.68,1050,1050,4-Jun-24,9.960000000000694,14.74,41.876135632201226,-34.47653135423685,-36.40410551597056
,M&M,27-Jun-24,2980.0,CE,9.1,9.1,6.35,7.45,7.45,57,595.99,7000,7000,4-Jun-24,8.670000000000694,12.690000000000001,42.46949291445558,-33.118424092658934,-35.746969231308235
,M&M,27-Jun-24,3000.0,CE,10.0,10.0,5.1,6.6,6.6,731,7692.2,97650,50050,4-Jun-24,7.500000000000694,10.969999999999999,42.356404932955925,-31.744768271278414,-34.94652903930227
,M&M,27-Jun-24,1760.0,PE,0.0,0.0,0.0,0.25,0.0,0,0.0,350,0,4-Jun-24,5.320000000000694,8.864999999999998,41.46803807422501,-30.81333116596572,-34.11988946463496
,M&M,27-Jun-24,1800.0,PE,0.8,1.8,0.8,1.8,0.0,5,31.52,2100,350,4-Jun-24,4.010000000000693,7.19,41.78897608143398,-29.6087769533593,-33.21766696237982
,M&M,27-Jun-24,1900.0,PE,4.0,4.1,0.55,0.55,0.05,5,33.3,6300,-350,4-Jun-24,3.3300000000006933,6.6450000000000005,41.5909193585062,-28.427331038031088,-32.259599777510076
,M&M,27-Jun-24,1940.0,PE,0.0,0.0,0.0,18.0,0.05,0,0.0,2100,0,4-Jun-24,5.440000000000693,7.055,45.47588001690276,-25.785715793394665,-30.964822980686993
,M&M,27-Jun-24,2000.0,PE,3.25,10.75,3.0,4.25,4.25,225,1580.53,147000,-4550,4-Jun-24,4.970000000000693,6.234999999999999,43.04628503436823,-24.519086005791834,-29.67567558570796
,M&M,27-Jun-24,2060.0,PE,0.0,0.0,0.0,11.0,0.25,0,0.0,2100,0,4-Jun-24,7.120000000000694,6.220000000000001,44.61074359105467,-22.708830918572616,-28.28230665228089
,M&M,27-Jun-24,2100.0,PE,4.0,17.2,4.0,7.65,7.65,615,4540.96,69650,9450,4-Jun-24,8.290000000000692,6.15,43.965271480139194,-21.29898626712083,-26.88564257524888
,M&M,27-Jun-24,2120.0,PE,0.0,0.0,0.0,221.35,0.65,0,0.0,0,0,4-Jun-24,52.45000000000069,27.889999999999997,71.89820280938217,-2.904390186728449,-22.089392097544795
,M&M,27-Jun-24,2140.0,PE,0.0,0.0,0.0,2.8,0.85,0,0.0,350,0,4-Jun-24,49.41000000000069,27.425,46.41520615249044,-5.893759181444068,-18.85026551432465
,M&M,27-Jun-24,2160.0,PE,0.0,0.0,0.0,250.65,1.2,0,0.0,0,0,4-Jun-24,98.6900000000007,51.83,62.603113357699534,11.602817921629956,-12.759648827133729
,M&M,27-Jun-24,2180.0,PE,0.0,0.0,0.0,141.35,1.6,0,0.0,0,0,4-Jun-24,124.7600000000007,65.94,54.7483026507781,16.459648211256265,-6.915789419455729
,M&M,27-Jun-24,2200.0,PE,4.95,28.6,4.95,11.2,11.2,1642,12724.59,156450,-14000,4-Jun-24,125.47000000000071,66.88000000000001,47.16033656440876,9.694946606704157,-3.593642214223752
,M&M,27-Jun-24,2220.0,PE,0.0,0.0,0.0,14.2,2.85,0,0.0,9450,0,4-Jun-24,84.04000000000069,68.24499999999999,47.341505996049506,4.523799234400322,-1.9701539244989372
,M&M,27-Jun-24,2240.0,PE,8.75,34.2,8.75,13.7,13.7,175,1384.83,26950,6300,4-Jun-24,86.2200000000007,67.815,47.31238989631551,0.38089118790129817,-1.4999449020188902
,M&M,27-Jun-24,2260.0,PE,6.15,37.6,6.15,15.4,15.4,374,2982.93,101500,-6300,4-Jun-24,39.17000000000069,68.92999999999999,47.43077207492587,-2.733705044403081,-1.7466969304957283
,M&M,27-Jun-24,2280.0,PE,7.0,34.7,7.0,17.05,17.05,167,1343.1,21000,-3150,4-Jun-24,14.310000000000693,69.535,47.553943615188224,-5.011138502255193,-2.3995852448476214
,M&M,27-Jun-24,2300.0,PE,8.05,48.85,6.0,18.3,18.3,1767,14374.16,334950,-56700,4-Jun-24,15.730000000000691,70.6,47.654006489259906,-6.638630373766041,-3.2473942706313053
,M&M,27-Jun-24,2320.0,PE,0.0,0.0,0.0,9.05,9.7,0,0.0,18200,0,4-Jun-24,14.700000000000694,49.37,46.940295542327995,-8.575968673396865,-4.313109151184417
,M&M,27-Jun-24,2340.0,PE,10.15,55.0,10.15,21.8,21.8,204,1686.05,38850,9100,4-Jun-24,16.320000000000697,51.27,48.09425747382047,-8.979000461729889,-5.246287413293511
,M&M,27-Jun-24,2360.0,PE,14.5,64.1,14.0,23.5,23.5,194,1618.84,26600,5950,4-Jun-24,17.940000000000694,28.555,48.25584631387161,-9.056828780660549,-6.008395686766919
,M&M,27-Jun-24,2380.0,PE,15.0,64.0,15.0,27.05,27.05,191,1612.48,17150,5250,4-Jun-24,19.940000000000694,17.125,48.61558857222272,-8.73140277662434,-6.552997104738403
,M&M,27-Jun-24,2400.0,PE,16.5,81.1,14.9,32.1,32.1,2978,25416.87,209300,39900,4-Jun-24,22.700000000000692,19.215,49.15710069692023,-7.974087214754096,-6.837215126741542
,M&M,27-Jun-24,2420.0,PE,20.55,79.6,20.55,32.7,32.7,252,2172.86,35700,8400,4-Jun-24,27.430000000000696,21.065,49.22556535613469,-7.242012774944026,-6.918174656382039
,M&M,27-Jun-24,2440.0,PE,20.25,97.75,20.25,39.35,39.35,192,1670.77,52850,9100,4-Jun-24,30.94000000000069,23.630000000000003,50.02874278781641,-6.05543578905359,-6.7456268829163495
,M&M,27-Jun-24,2460.0,PE,31.0,106.0,30.55,46.75,46.75,395,3480.41,69650,25200,4-Jun-24,35.59000000000069,26.764999999999997,50.95840618924443,-4.466460249805486,-6.2897935562941765
,M&M,27-Jun-24,2480.0,PE,26.15,110.7,26.15,46.0,42.55,242,2152.39,68950,7700,4-Jun-24,39.38000000000069,29.660000000000004,50.85514085694665,-3.230465622191666,-5.677927969473674
,M&M,27-Jun-24,2500.0,PE,32.0,130.0,30.4,59.6,59.6,3040,27288.96,232400,31150,4-Jun-24,44.88000000000069,33.79,52.72592665225062,-1.140379055004857,-4.770418186579911
,M&M,27-Jun-24,2520.0,PE,41.7,141.1,41.7,69.6,69.6,408,3713.78,64050,22400,4-Jun-24,52.260000000000694,39.845000000000006,54.10922895131124,1.307869726181437,-3.554760604027641
,M&M,27-Jun-24,2540.0,PE,41.85,153.0,41.85,74.7,74.7,505,4641.1,52150,0,4-Jun-24,59.33000000000069,45.135000000000005,54.83508439223515,3.617946466698548,-2.120219189882403
,M&M,27-Jun-24,2560.0,PE,58.0,162.2,47.7,84.3,84.3,720,6671.56,73850,24150,4-Jun-24,66.84000000000069,51.214999999999996,56.23823832818925,6.152417457511689,-0.4656918604035846
,M&M,27-Jun-24,2580.0,PE,59.9,160.0,55.75,91.55,91.55,552,5159.87,49350,15400,4-Jun-24,75.9500000000007,57.665,57.31672142704526,8.646348661624415,1.3567162440020155
,M&M,27-Jun-24,2600.0,PE,74.95,193.75,64.65,102.15,102.15,1726,16301.88,208250,31850,4-Jun-24,84.46000000000069,64.66999999999999,58.911114682819075,11.347333523403627,3.354839699882338
,M&M,27-Jun-24,2620.0,PE,85.0,176.0,71.6,107.95,107.95,364,3472.28,55650,18200,4-Jun-24,92.1300000000007,72.19500000000001,59.79605336099097,13.796853474673334,5.443242454840537
,M&M,27-Jun-24,2640.0,PE,95.0,214.0,83.25,130.5,130.5,375,3622.58,47950,-2800,4-Jun-24,103.29000000000069,81.31,63.12160759499563,17.357624337067847,7.826118831285999
,M&M,27-Jun-24,2660.0,PE,99.25,222.9,98.0,137.0,130.25,141,1388.81,14350,-6300,4-Jun-24,113.8300000000007,90.33500000000001,64.0448338377923,20.46811291202573,10.354517647433946
,M&M,27-Jun-24,2680.0,PE,0.0,0.0,0.0,100.65,143.55,0,0.0,2100,0,4-Jun-24,115.65000000000069,95.8,55.653946871447246,19.772135437567954,12.238041205460748
,M&M,27-Jun-24,2700.0,PE,122.95,269.25,122.95,159.95,159.95,817,8227.13,128450,-18550,4-Jun-24,127.21000000000069,105.835,63.95143609648405,23.732014790199983,14.536835922408596
,M&M,27-Jun-24,2720.0,PE,0.0,0.0,0.0,222.3,171.9,0,0.0,1400,0,4-Jun-24,150.0800000000007,121.10499999999999,70.25363462598652,31.537823231262678,17.93703338417941
,M&M,27-Jun-24,2740.0,PE,0.0,0.0,0.0,523.25,187.1,0,0.0,0,0,4-Jun-24,228.6300000000007,165.95999999999998,84.41582625652792,61.301487129744714,26.609924133292473
,M&M,27-Jun-24,2760.0,PE,0.0,0.0,0.0,631.25,202.6,0,0.0,0,0,4-Jun-24,327.4800000000007,220.65500000000003,86.83765730958119,92.53738919117941,39.79541714486986
,M&M,27-Jun-24,2780.0,PE,0.0,0.0,0.0,490.15,218.65,0,0.0,0,0,4-Jun-24,405.38000000000073,260.515,71.25730138370324,104.69956443371453,52.77624660263879
,M&M,27-Jun-24,2800.0,PE,195.3,282.0,195.3,233.9,233.9,121,1293.13,17500,-4200,4-Jun-24,420.1700000000007,273.69,52.74778577509983,92.59358133959,60.73971355002904
,M&M,27-Jun-24,2820.0,PE,0.0,0.0,0.0,498.0,252.1,0,0.0,0,0,4-Jun-24,475.3100000000007,312.695,63.32223500766673,103.12144550983902,69.21605994199103
,M&M,27-Jun-24,2840.0,PE,0.0,0.0,0.0,709.05,269.4,0,0.0,0,0,4-Jun-24,512.4700000000006,370.55,69.24532547785127,127.03049640664565,80.77894723492196
,M&M,27-Jun-24,2860.0,PE,0.0,0.0,0.0,470.35,287.05,0,0.0,0,0,4-Jun-24,480.2900000000007,403.885,57.86371843207137,125.27342236389705,89.67784226071697
,M&M,27-Jun-24,2880.0,PE,0.0,0.0,0.0,748.15,304.95,0,0.0,0,0,4-Jun-24,531.8900000000007,468.63499999999993,65.06126947308411,144.62986381343705,100.668246571261
,M&M,27-Jun-24,2900.0,PE,0.0,0.0,0.0,508.45,323.2,0,0.0,0,0,4-Jun-24,586.8000000000006,503.48499999999996,56.14895150165644,139.0255958458295,108.3397164261747
,M&M,27-Jun-24,2920.0,PE,0.0,0.0,0.0,824.1,341.65,0,0.0,0,0,4-Jun-24,652.0200000000007,563.665,63.28192330732555,158.23050731456055,118.31787460385188
,M&M,27-Jun-24,2940.0,PE,0.0,0.0,0.0,412.95,360.3,0,0.0,0,0,4-Jun-24,592.8000000000008,552.635,51.52513170094011,138.67560311126374,122.38942030533426
,M&M,27-Jun-24,2960.0,PE,0.0,0.0,0.0,770.9,379.15,0,0.0,0,0,4-Jun-24,652.9100000000005,566.6,58.71623042502242,150.3288764208031,127.97731152842803
,M&M,27-Jun-24,2980.0,PE,0.0,0.0,0.0,449.85,398.15,0,0.0,0,0,4-Jun-24,593.2500000000007,562.5699999999999,51.35728383381116,132.1349580573846,128.80884083421935
